,Make,Model,Year,Style,Distance,Engine,Fuel_type,Price,km_year,Transmission,km_year_cat,mean_make_price_by_year
25675,Volkswagen,Polo,1999,Universal,240000.0,1400.0,Petrol,2100.0,10434.782608695652,Manual,Medium,2494.281690140845
25676,Vaz,2107,1999,Sedan,70000.0,1500.0,Petrol,800.0,3043.478260869565,Manual,Small,4220.526315789473
25677,Rare,Saxo,2001,Sedan,150000.0,1100.0,Petrol,600.0,7142.857142857143,Manual,Small,2948.784090909091
25678,Rare,Liana,2005,Universal,240000.0,1398.0,Diesel,2300.0,14117.64705882353,Manual,Medium,5251.535433070866
25679,Opel,Astra,2007,Hatchback,301000.0,1300.0,Diesel,3000.0,20066.666666666668,Manual,Medium,4244.752475247525
25680,Nissan,Qashqai,2008,Crossover,220000.0,1500.0,Diesel,6700.0,15714.285714285714,Manual,Medium,6211.1
25681,Skoda,Octavia,2008,Universal,253000.0,1900.0,Diesel,6600.0,18071.42857142857,Automatic,Medium,5855.696629213483
25682,BMW,3 Series,2012,Sedan,67000.0,2800.0,Petrol,17000.0,6700.0,Automatic,Small,16559.756097560974
25683,Mercedes,E Class,1989,Sedan,300000.0,2300.0,Petrol,1600.0,9090.90909090909,Automatic,Small,2122.6363636363635
25684,Volkswagen,Jetta,1981,Sedan,233000.0,1600.0,Petrol,550.0,5682.926829268293,Manual,Small,975.0
25685,Renault,Kadjar,2016,Crossover,161000.0,1496.0,Diesel,13000.0,26833.33333333333,Automatic,Medium,11394.831275720164
25686,Mercedes,B Class,2012,Hatchback,250000.0,1600.0,Petrol,9900.0,25000.0,Manual,Medium,16124.949152542373
25687,BMW,5 Series,2013,Sedan,168000.0,2000.0,Diesel,22999.0,18666.666666666668,Automatic,Medium,19575.06603773585
25688,Volkswagen,Passat,2014,Universal,126000.0,1400.0,Metan/Propan,9350.0,15750.0,Automatic,Medium,10385.424
25689,Audi,A6,2014,Sedan,118000.0,2000.0,Diesel,17750.0,14750.0,Automatic,Medium,18451.20895522388
25690,Audi,A5,2012,Coupe,136700.0,1984.0,Petrol,11800.0,13670.0,Automatic,Medium,15912.955752212389
25691,Rare,969,1988,SUV,6000.0,400.0,Petrol,17508.0,176.47058823529412,Manual,Small,3937.0
25692,Mercedes,E Class,2008,Universal,215000.0,3000.0,Diesel,12000.0,15357.142857142857,Automatic,Medium,9584.293333333333
25693,Rare,Trezia,2011,Minivan,175000.0,1396.0,Diesel,6500.0,15909.09090909091,Automatic,Medium,9787.630952380952
25694,Hyundai,Elantra,2020,Sedan,27700.0,1600.0,Petrol,15700.0,13850.0,Automatic,Medium,37046.89655172414
25695,BMW,5 Series,1990,Sedan,350000.0,1991.0,Metan/Propan,1100.0,10937.5,Manual,Medium,1460.0
25696,Toyota,Auris,2014,Universal,134000.0,1400.0,Diesel,8800.0,16750.0,Manual,Medium,11659.633802816901
25697,Rare,Largus,2001,Universal,8852.0,1600.0,Metan/Propan,10000.0,421.5238095238095,Manual,Small,2948.784090909091
25698,Mazda,6,2010,Sedan,202500.0,220.0,Diesel,2500.0,16875.0,Manual,Medium,5486.25
25699,BMW,3 Series,2004,Universal,300000.0,1800.0,Petrol,5150.0,16666.666666666668,Manual,Medium,6565.737588652482
25700,Audi,Q5,2013,Crossover,80200.0,2000.0,Petrol,20800.0,8911.111111111111,Automatic,Small,16680.18
25701,Renault,Laguna,2010,Universal,200000.0,1500.0,Diesel,5000.0,16666.666666666668,Manual,Medium,5281.601307189542
25702,Volkswagen,Golf,2002,Universal,280000.0,1600.0,Metan/Propan,3600.0,14000.0,Manual,Medium,4299.634615384615
25703,Rare,Grand Cherokee,2002,Universal,300000.0,2700.0,Diesel,3800.0,15000.0,Automatic,Medium,3699.7311827956987
25704,Mercedes,M Class,2008,Crossover,90000.0,3498.0,Petrol,18000.0,6428.571428571428,Automatic,Small,9584.293333333333
25705,Mazda,MX-6,1995,Coupe,336000.0,2000.0,Petrol,1850.0,12444.444444444443,Manual,Medium,1372.6363636363637
25706,Honda,Jazz,2011,Microvan,109000.0,1400.0,Petrol,6400.0,9909.09090909091,Automatic,Small,9597.111111111111
25707,Opel,Omega,1995,Universal,300000.0,1998.0,Petrol,1600.0,11111.111111111111,Manual,Medium,1315.1290322580646
25708,Toyota,Avalon,2017,Sedan,42000.0,2500.0,Hybrid,19000.0,8400.0,Automatic,Small,17618.741666666665
25709,Dacia,Logan,2008,Universal,228000.0,1500.0,Diesel,4200.0,16285.714285714286,Manual,Medium,2967.1929824561403
25710,Toyota,Verso,2011,Minivan,36000.0,1598.0,Petrol,9500.0,3272.7272727272725,Manual,Small,9083.448087431694
25711,Volkswagen,Passat,2000,Universal,349049.0,1900.0,Diesel,4300.0,15865.863636363636,Manual,Medium,3084.3490566037735
25712,Rare,Tipo,2018,Universal,105800.0,1248.0,Diesel,8300.0,26450.0,Manual,Medium,41861.15873015873
25713,Opel,Vectra,1993,Sedan,185578.0,1600.0,Metan/Propan,850.0,6399.241379310345,Manual,Small,2474.8333333333335
25714,Audi,A4,2013,Sedan,185000.0,1984.0,Petrol,12200.0,20555.555555555555,Automatic,Medium,16680.18
25715,Mercedes,A Class,2008,Hatchback,151616.0,1500.0,Petrol,5500.0,10829.714285714286,Automatic,Medium,9584.293333333333
25716,Hyundai,Tucson,2008,Crossover,217367.0,200.0,Metan/Propan,7500.0,15526.214285714286,Automatic,Medium,5043.132075471698
25717,Volkswagen,Passat,2007,Sedan,238000.0,1998.0,Petrol,6200.0,15866.666666666666,Automatic,Medium,5707.639455782313
25718,BMW,7 Series,2000,Sedan,325000.0,2800.0,Metan/Propan,4900.0,14772.727272727272,Automatic,Medium,4076.9080459770116
25719,Skoda,Superb,2011,Sedan,36000.0,1400.0,Petrol,12500.0,3272.7272727272725,Manual,Small,6472.142857142857
25720,BMW,3 Series,2008,Minivan,27000.0,2000.0,Diesel,4800.0,1928.571428571429,Manual,Small,10149.103174603175
25721,Peugeot,607,2003,Sedan,360000.0,2200.0,Diesel,3400.0,18947.36842105263,Automatic,Medium,2540.0
25722,Mercedes,E Class,2004,Universal,200000.0,2200.0,Diesel,6999.0,11111.111111111111,Automatic,Medium,5684.621428571429
25723,Vaz,21099,2003,Universal,738502.0,1500.0,Petrol,9000.0,38868.52631578947,Manual,Large,4422.923076923077
25724,Dacia,Logan,2016,Sedan,57000.0,1000.0,Petrol,6400.0,9500.0,Automatic,Small,7311.229508196721
25725,Chevrolet,Cruze,2009,Sedan,143000.0,1600.0,Metan/Propan,5900.0,11000.0,Automatic,Medium,4023.133333333333
25726,Renault,Megane,2005,Universal,315000.0,1600.0,Petrol,1200.0,18529.41176470588,Manual,Medium,2986.1383647798743
25727,BMW,5 Series,2000,Sedan,285000.0,2000.0,Metan/Propan,3400.0,12954.545454545454,Manual,Medium,4076.9080459770116
25728,Volkswagen,Golf,2008,Universal,192000.0,1400.0,Petrol,4700.0,13714.285714285714,Automatic,Medium,5636.201219512195
25729,BMW,7 Series,1996,Sedan,123456.0,2800.0,Petrol,1800.0,4748.307692307692,Automatic,Small,3035.86
25730,Renault,Megane,2005,Universal,123459.0,1500.0,Diesel,1800.0,7262.294117647059,Manual,Small,2986.1383647798743
25731,Mercedes,C Class,1996,Sedan,123456.0,1800.0,Petrol,1200.0,4748.307692307692,Manual,Small,4038.2448979591836
25732,Renault,Scenic,2005,Universal,123456.0,1500.0,Diesel,1800.0,7262.117647058823,Manual,Small,2986.1383647798743
25733,BMW,5 Series,2000,Sedan,123456.0,2500.0,Diesel,2000.0,5611.636363636364,Manual,Small,4076.9080459770116
25734,Honda,Accord,1995,Sedan,123456.0,2000.0,Metan/Propan,1000.0,4572.444444444444,Manual,Small,1710.0
25735,Rare,Discovery,2004,SUV,240000.0,2500.0,Diesel,6300.0,13333.333333333334,Automatic,Medium,4035.8270676691727
25736,Mercedes,C Class,2014,Sedan,113000.0,2200.0,Diesel,17500.0,14125.0,Manual,Medium,20352.72972972973
25737,Volkswagen,Passat,2012,Universal,150000.0,1390.0,Petrol,8499.0,15000.0,Automatic,Medium,9214.12987012987
25738,Ford,Fusion,2004,Hatchback,200000.0,1400.0,Petrol,2500.0,11111.111111111111,Manual,Medium,2915.720930232558
25739,Vaz,2109,1994,Sedan,222222.0,1499.0,Petrol,8000.0,7936.5,Manual,Small,6063.571428571428
25740,BMW,5 Series,1993,Sedan,123456.0,1800.0,Metan/Propan,1650.0,4257.103448275862,Manual,Small,2181.121212121212
25741,Rare,Cayenne,2008,Crossover,125000.0,3600.0,Petrol,15200.0,8928.57142857143,Automatic,Small,5922.762376237623
25742,Ford,Fiesta,2005,Hatchback,232000.0,1400.0,Diesel,3500.0,13647.058823529413,Automatic,Medium,3124.675
25743,Opel,Vectra,1996,Sedan,320000.0,1600.0,Petrol,2100.0,12307.692307692309,Manual,Medium,1518.7719298245613
25745,Toyota,Corolla,2005,Hatchback,280000.0,1400.0,Diesel,5999.0,16470.58823529412,Automatic,Medium,5384.745283018868
25746,Nissan,Qashqai,2015,Crossover,186588.0,1500.0,Diesel,12100.0,26655.42857142857,Manual,Medium,12122.990291262136
25747,Renault,Scenic,2007,Minivan,26000.0,1461.0,Diesel,3990.0,1733.3333333333333,Manual,Small,3244.1875
25748,Vaz,2111,2001,Universal,25000.0,1500.0,Metan/Propan,800.0,1190.4761904761904,Manual,Small,3203.181818181818
25749,Hyundai,H200,2000,Minivan,300000.0,2500.0,Diesel,2000.0,13636.363636363636,Manual,Medium,2373.722222222222
25750,Toyota,Corolla Verso,2006,Minivan,243222.0,2200.0,Diesel,3400.0,15201.375,Manual,Medium,6242.043689320389
25751,Opel,Astra,2006,Combi,278000.0,1800.0,Metan/Propan,2500.0,17375.0,Automatic,Medium,3609.1949152542375
25752,Vaz,2103,1977,Sedan,18000.0,1500.0,Petrol,3750.0,400.0,Manual,Small,2400.0
25753,Renault,Megane,2012,Universal,216000.0,1499.0,Diesel,7500.0,21600.0,Manual,Medium,6612.572916666667
25754,Mercedes,Series (W123),1982,Combi,271000.0,3000.0,Diesel,1999.0,6775.0,Manual,Small,2099.0
25755,Toyota,Auris,2010,Hatchback,222000.0,1600.0,Petrol,5999.0,18500.0,Manual,Medium,8341.671957671957
25756,Toyota,Urban Cruiser,2009,Crossover,168365.0,1300.0,Petrol,7200.0,12951.153846153846,Manual,Medium,7213.29213483146
25757,Audi,Allroad,2012,Universal,260000.0,1986.0,Diesel,16599.0,26000.0,Automatic,Medium,15912.955752212389
25758,Toyota,Avensis,2008,Sedan,200000.0,2000.0,Diesel,6200.0,14285.714285714286,Manual,Medium,8402.632558139534
25759,Toyota,Rav 4,2016,Crossover,45000.0,2000.0,Petrol,16950.0,7500.0,Automatic,Small,14721.158536585366
25760,Renault,Scenic,2006,Minivan,181000.0,1500.0,Diesel,5200.0,11312.5,Manual,Medium,3000.4754098360654
25761,Mercedes,GLC,2019,Crossover,10000.0,2000.0,Petrol,36000.0,3333.333333333333,Automatic,Small,37452.36363636364
25762,Mazda,CX-5,2015,Crossover,145700.0,2191.0,Diesel,18900.0,20814.285714285717,Automatic,Medium,14257.111111111111
25763,Mercedes,E Class,2010,Sedan,230000.0,2987.0,Diesel,10700.0,19166.666666666668,Automatic,Medium,12290.094017094018
25764,Renault,Megane,2006,SUV,230000.0,1500.0,Diesel,3250.0,14375.0,Manual,Medium,3000.4754098360654
25765,BMW,5 Series,2000,Sedan,263000.0,2000.0,Petrol,4100.0,11954.545454545454,Manual,Medium,4076.9080459770116
25766,Mercedes,E Class,2004,Sedan,250000.0,2700.0,Diesel,2350.0,13888.888888888889,Automatic,Medium,5684.621428571429
25767,Hyundai,Santa FE,2005,Crossover,182000.0,2400.0,Metan/Propan,6300.0,10705.882352941177,Manual,Medium,3722.5915492957747
25768,BMW,7 Series,2000,Sedan,200000.0,4400.0,Petrol,9100.0,9090.90909090909,Automatic,Small,4076.9080459770116
25769,Hyundai,Elantra,2017,Sedan,79000.0,1600.0,Petrol,11000.0,15800.0,Automatic,Medium,16343.520408163266
25770,Volkswagen,Transporter,1996,Minivan,520000.0,2400.0,Diesel,4200.0,20000.0,Manual,Medium,2075.5
25771,Renault,Megane,2015,Universal,195000.0,1500.0,Diesel,7500.0,27857.14285714286,Automatic,Medium,9233.55487804878
25772,Rare,Impreza,2007,Universal,120000.0,1500.0,Petrol,4300.0,8000.0,Manual,Small,5635.166666666667
25773,Toyota,Corolla Verso,2006,Microvan,202000.0,2200.0,Diesel,7200.0,12625.0,Manual,Medium,6242.043689320389
25774,BMW,5 Series,2016,Universal,200000.0,200.0,Diesel,15500.0,33333.333333333336,Automatic,Large,25874.947368421053
25775,Audi,A6,2001,Universal,280000.0,2500.0,Diesel,2100.0,13333.333333333334,Manual,Medium,3851.8297872340427
25776,Mercedes,E Class,2010,Sedan,245000.0,2196.0,Diesel,15500.0,20416.666666666668,Automatic,Medium,12290.094017094018
25777,Mercedes,Vito,1998,Minivan,333614.0,2229.0,Diesel,4800.0,13900.583333333334,Manual,Medium,4086.377358490566
25778,Mazda,323,1994,Sedan,350000.0,1500.0,Petrol,999.0,12500.0,Manual,Medium,2364.190476190476
25779,Mazda,2,2009,Hatchback,218000.0,1500.0,Petrol,4099.0,16769.23076923077,Manual,Medium,5571.1578947368425
25780,Honda,CR-V,2016,SUV,110000.0,1600.0,Diesel,17200.0,18333.33333333333,Automatic,Medium,15237.575757575758
25781,Volvo,XC90,2012,Crossover,290000.0,2400.0,Diesel,15500.0,29000.0,Automatic,Medium,15678.108108108108
25782,Mercedes,C Class,2002,Universal,325000.0,2148.0,Diesel,5400.0,16250.0,Automatic,Medium,4368.717647058824
25783,BMW,X5,2015,SUV,120000.0,4000.0,Plug-in Hybrid,46000.0,17142.85714285714,Automatic,Medium,22725.268292682926
25784,Ford,Fiesta,2014,Hatchback,90000.0,1000.0,Petrol,6500.0,11250.0,Manual,Medium,10457.632911392406
25785,Volkswagen,Tiguan,2007,Crossover,215000.0,1400.0,Petrol,7000.0,14333.333333333334,Manual,Medium,5707.639455782313
25786,Mercedes,E Class,2006,Sedan,330000.0,2187.0,Diesel,9200.0,20625.0,Automatic,Medium,8511.984732824427
25787,Renault,Megane,2004,Universal,303000.0,1461.0,Diesel,3700.0,16833.333333333332,Manual,Medium,2763.008547008547
25788,Skoda,Octavia,2013,Sedan,176000.0,1200.0,Petrol,8000.0,19555.555555555555,Manual,Medium,8865.563636363637
25789,Opel,Vivaro,2004,Microvan,240000.0,1900.0,Diesel,5800.0,13333.333333333334,Manual,Medium,3162.0581395348836
25790,Hyundai,Accent,1995,Sedan,18888.0,1300.0,Petrol,13000.0,699.5555555555555,Manual,Small,4050.0
25791,Honda,CR-V,2001,Crossover,130000.0,2000.0,Petrol,4600.0,6190.476190476191,Manual,Small,3559.25
25792,Toyota,Prius,2008,Hatchback,250000.0,1500.0,Hybrid,6500.0,17857.14285714286,Automatic,Medium,8402.632558139534
25793,Rare,Hover,2011,SUV,300000.0,200.0,Petrol,3999.0,27272.727272727272,Manual,Medium,9787.630952380952
25794,Rare,25,2003,Hatchback,210000.0,1400.0,Petrol,1600.0,11052.631578947368,Manual,Medium,3283.3076923076924
25795,Skoda,Fabia,2002,Universal,217386.0,1400.0,Petrol,3200.0,10869.3,Manual,Medium,2799.846153846154
25796,Nissan,Juke,2011,Crossover,145000.0,1500.0,Diesel,7990.0,13181.818181818182,Manual,Medium,8293.663551401869
25797,Mercedes,E Class,1994,Universal,300000.0,2000.0,Metan/Propan,2000.0,10714.285714285714,Manual,Medium,3362.4727272727273
25798,Ford,Fusion,2005,Hatchback,188000.0,1400.0,Petrol,3400.0,11058.823529411764,Automatic,Medium,3124.675
25799,Toyota,Previa,2001,Universal,300000.0,1995.0,Diesel,4500.0,14285.714285714286,Manual,Medium,4404.448275862069
25800,BMW,3 Series,2007,Sedan,173500.0,2000.0,Diesel,7200.0,11566.666666666666,Manual,Medium,8997.91304347826
25801,Volkswagen,Caddy,2016,Microvan,60000.0,1200.0,Petrol,12000.0,10000.0,Manual,Small,14995.933333333332
25802,Rare,Sebring,2001,Sedan,227000.0,2700.0,Petrol,4000.0,10809.52380952381,Automatic,Medium,2948.784090909091
25803,Toyota,Auris,2011,Hatchback,230000.0,1400.0,Diesel,6800.0,20909.090909090908,Manual,Medium,9083.448087431694
25804,Nissan,Qashqai,2015,SUV,93000.0,1200.0,Petrol,11750.0,13285.714285714286,Automatic,Medium,12122.990291262136
25805,Rare,Range Rover Evoque,2005,SUV,214512.0,3000.0,Diesel,2500.0,12618.35294117647,Automatic,Medium,5251.535433070866
25806,Mercedes,E Class,2001,Sedan,312000.0,2200.0,Diesel,6800.0,14857.142857142857,Manual,Medium,3947.812030075188
25807,BMW,5 Series,2017,Sedan,72000.0,1995.0,Diesel,30999.0,14400.0,Automatic,Medium,33088.20491803279
25808,Skoda,Fabia,2011,Universal,167000.0,1200.0,Diesel,4999.0,15181.818181818182,Manual,Medium,6472.142857142857
25809,Volkswagen,Sharan,2001,Minivan,395000.0,1782.0,Petrol,3000.0,18809.52380952381,Manual,Medium,3232.1309523809523
25810,Peugeot,Bipper,2012,Combi,152000.0,1300.0,Diesel,3899.0,15200.0,Automatic,Medium,7439.705882352941
25811,Rare,Fiorino,2014,Combi,150000.0,1300.0,Diesel,5000.0,18750.0,Manual,Medium,22787.020408163266
25812,Nissan,Qashqai,2009,SUV,240000.0,1500.0,Diesel,6800.0,18461.53846153846,Manual,Medium,6488.630434782609
25813,Renault,Kadjar,2016,Crossover,65000.0,1500.0,Diesel,12751.0,10833.333333333334,Automatic,Medium,11394.831275720164
25814,Mercedes,M Class,2000,SUV,280000.0,2700.0,Diesel,7399.0,12727.272727272728,Automatic,Medium,4268.542857142857
25815,Toyota,Yaris,2012,Hatchback,192122.0,1400.0,Diesel,6100.0,19212.2,Manual,Medium,11025.98947368421
25816,Rare,Altele,1991,Minivan,30000.0,900.0,Petrol,9000.0,967.741935483871,Manual,Small,2943.75
25817,Volkswagen,Passat,1990,Sedan,281000.0,1800.0,Metan/Propan,1750.0,8781.25,Manual,Small,2677.2727272727275
25818,Audi,A4,2008,Sedan,189500.0,1800.0,Petrol,8300.0,13535.714285714286,Manual,Medium,9572.62
25819,Toyota,Rav 4,2021,SUV,1000.0,2500.0,Hybrid,31500.0,1000.0,Automatic,Small,27512.4375
25820,Volkswagen,Touran,2005,Minivan,281000.0,2000.0,Diesel,5500.0,16529.41176470588,Automatic,Medium,5110.029940119761
25822,Skoda,Yeti,2011,Crossover,190000.0,1400.0,Petrol,7200.0,17272.727272727272,Manual,Medium,6472.142857142857
25823,Lexus,IS Series,2014,Sedan,153200.0,2500.0,Hybrid,18990.0,19150.0,Automatic,Medium,19446.744680851065
25824,Audi,A6,2005,Universal,420000.0,3000.0,Diesel,4950.0,24705.88235294117,Automatic,Medium,6300.25
25825,Renault,Kadjar,2017,Crossover,162000.0,1500.0,Diesel,12350.0,32400.0,Manual,Large,12336.33695652174
25826,BMW,X1,2011,SUV,205000.0,2000.0,Diesel,13400.0,18636.36363636364,Automatic,Medium,16512.37634408602
25827,Rare,Freelander,2009,Crossover,229000.0,2200.0,Diesel,10800.0,17615.384615384617,Automatic,Medium,7006.871559633028
25828,Volkswagen,Passat,2010,Hatchback,250000.0,1400.0,Metan/Propan,6900.0,20833.33333333333,Manual,Medium,7634.354497354498
25829,Nissan,Primera,2004,Sedan,123000.0,1800.0,Petrol,1800.0,6833.333333333333,Automatic,Small,3570.5
25830,Rare,on-DO,2016,Sedan,12000.0,1600.0,Petrol,2500.0,2000.0,Automatic,Small,22769.699029126212
25831,BMW,3 Series,2011,Sedan,156000.0,2000.0,Petrol,5900.0,14181.818181818182,Automatic,Medium,16512.37634408602
25832,Dacia,Duster,2012,SUV,45000.0,1600.0,Petrol,4700.0,4500.0,Manual,Small,5705.993710691824
25833,Rare,75,2001,Sedan,125600.0,2000.0,Petrol,1500.0,5980.952380952381,Manual,Small,2948.784090909091
25834,Volvo,XC90,2006,SUV,220000.0,2500.0,Metan/Propan,5700.0,13750.0,Automatic,Medium,6059.48
25835,Toyota,Camry,2007,Sedan,125000.0,2400.0,Petrol,5200.0,8333.333333333334,Manual,Small,6360.069958847736
25836,Opel,Combo,2005,Combi,174000.0,1600.0,Diesel,2200.0,10235.29411764706,Manual,Medium,3389.5774647887324
25837,Hyundai,Accent,2006,Sedan,159000.0,1600.0,Petrol,2700.0,9937.5,Automatic,Small,5590.166666666667
25838,Audi,A6,2002,Sedan,320000.0,1800.0,Petrol,2800.0,16000.0,Automatic,Medium,3988.3055555555557
25839,Opel,Astra,2004,Hatchback,125000.0,1400.0,Petrol,1450.0,6944.444444444444,Manual,Small,3162.0581395348836
25840,Opel,Astra,2006,Sedan,235000.0,1300.0,Diesel,4400.0,14687.5,Manual,Medium,3609.1949152542375
25841,Honda,Accord,2011,Sedan,145000.0,2000.0,Petrol,6200.0,13181.818181818182,Manual,Medium,9597.111111111111
25842,Hyundai,Tucson,2016,Crossover,12000.0,2000.0,Diesel,10500.0,2000.0,Automatic,Small,16225.262295081968
25843,Renault,Koleos,2014,Crossover,13000.0,1200.0,Petrol,8200.0,1625.0,Manual,Small,7494.014598540146
25844,Volkswagen,Passat,2003,Sedan,189000.0,1800.0,Petrol,2300.0,9947.368421052632,Automatic,Small,3568.3298969072166
25845,Mercedes,C Class,2015,Sedan,55000.0,2200.0,Diesel,12500.0,7857.142857142857,Automatic,Small,19659.738853503186
25846,Toyota,Prius,2012,Hatchback,125000.0,1800.0,Hybrid,3200.0,12500.0,Automatic,Medium,11025.98947368421
25847,Peugeot,407,2006,Universal,95000.0,1600.0,Diesel,2150.0,5937.5,Manual,Small,2517.206896551724
25848,Renault,Grand Scenic,2014,Minivan,120000.0,1500.0,Diesel,5250.0,15000.0,Automatic,Medium,7494.014598540146
25849,Toyota,Aygo,2007,Hatchback,72000.0,1000.0,Petrol,1700.0,4800.0,Manual,Small,6360.069958847736
25850,Volkswagen,Touareg,2005,SUV,226000.0,2500.0,Diesel,5900.0,13294.117647058823,Automatic,Medium,5110.029940119761
25851,Toyota,Camry,2011,Sedan,132000.0,2400.0,Petrol,6200.0,12000.0,Automatic,Medium,9083.448087431694
25852,Mazda,CX-7,2008,Cabriolet,80000.0,2400.0,Petrol,4700.0,5714.285714285715,Automatic,Small,6113.27027027027
25853,Lexus,RX Series,2006,SUV,189000.0,3000.0,Metan/Propan,5900.0,11812.5,Automatic,Medium,8899.478260869566
25854,Volvo,XC70,2006,Universal,125000.0,2500.0,Petrol,5200.0,7812.5,Automatic,Small,6059.48
25855,Mercedes,A Class,2006,Hatchback,156000.0,1400.0,Petrol,2700.0,9750.0,Manual,Small,8511.984732824427
25856,Lexus,Es Series,2014,Sedan,48000.0,2500.0,Hybrid,12200.0,6000.0,Automatic,Small,19446.744680851065
25857,Rare,F3,2009,Sedan,75000.0,1500.0,Petrol,1100.0,5769.2307692307695,Manual,Small,7006.871559633028
25858,Mitsubishi,Outlander,2010,SUV,87000.0,2000.0,Petrol,5900.0,7250.0,Manual,Small,6982.15
25859,KIA,Sportage,2005,SUV,187000.0,2000.0,Diesel,3700.0,11000.0,Manual,Medium,4138.103448275862
25860,Toyota,Yaris,2010,Hatchback,112000.0,1400.0,Petrol,3150.0,9333.333333333334,Automatic,Small,8341.671957671957
25861,Opel,Astra,2007,Universal,219000.0,1300.0,Diesel,2000.0,14600.0,Manual,Medium,4244.752475247525
25862,Toyota,Solara,2005,Coupe,125000.0,2400.0,Petrol,3700.0,7352.941176470588,Automatic,Small,5384.745283018868
25863,Lexus,GS Series,2003,Sedan,22000.0,3000.0,Petrol,3200.0,1157.8947368421052,Automatic,Small,8191.857142857143
25864,Honda,Civic,2006,Hatchback,145000.0,1600.0,Petrol,3700.0,9062.5,Automatic,Small,5865.333333333333
25865,Volkswagen,Passat,1996,Sedan,300000.0,1800.0,Metan/Propan,2350.0,11538.46153846154,Manual,Medium,2075.5
25866,Mazda,3,2009,Hatchback,124000.0,1600.0,Petrol,2700.0,9538.46153846154,Manual,Small,5571.1578947368425
25867,Renault,Megane,2006,Universal,11111.0,1500.0,Diesel,1800.0,694.4375,Manual,Small,3000.4754098360654
25868,Opel,Omega,2000,Sedan,358264.0,2178.0,Metan/Propan,2100.0,16284.727272727272,Manual,Medium,2282.8548387096776
25869,Skoda,Fabia,2019,Universal,19000.0,1000.0,Petrol,4500.0,6333.333333333333,Manual,Small,18114.48148148148
25870,BMW,3 Series,1996,Coupe,111111.0,1800.0,Petrol,1100.0,4273.5,Manual,Small,3035.86
25871,Volkswagen,Vento,1994,Sedan,298413.0,2000.0,Petrol,1200.0,10657.607142857143,Manual,Medium,1972.0338983050847
25872,Renault,Grand Scenic,2016,Minivan,169000.0,1500.0,Petrol,10000.0,28166.666666666668,Automatic,Medium,11394.831275720164
25873,Audi,A4,1998,Sedan,333333.0,1900.0,Diesel,2400.0,13888.875,Manual,Medium,2907.5384615384614
25874,Peugeot,308,2011,Hatchback,102000.0,1600.0,Petrol,6200.0,9272.727272727272,Automatic,Small,5577.0
25875,Hyundai,Sonata,2015,Sedan,189826.0,1999.0,Hybrid,10650.0,27118.0,Automatic,Medium,15024.877777777778
25876,Volkswagen,Polo,2003,Hatchback,180000.0,1200.0,Petrol,2700.0,9473.684210526317,Manual,Small,3568.3298969072166
25877,Mercedes,GLC,2017,Crossover,85440.0,2000.0,Petrol,25900.0,17088.0,Automatic,Medium,31642.757009345794
25878,Toyota,Rav 4,2015,SUV,163000.0,2500.0,Petrol,14000.0,23285.714285714286,Automatic,Medium,12609.263414634146
25879,Rare,Alt model,2014,Hatchback,90000.0,2000.0,Petrol,3700.0,11250.0,Manual,Medium,22787.020408163266
25880,Volkswagen,Touran,2011,Microvan,190000.0,1400.0,Metan/Propan,6300.0,17272.727272727272,Automatic,Medium,8706.567765567766
25881,Ford,Escape,2017,SUV,153742.0,1500.0,Petrol,11100.0,30748.4,Automatic,Large,13443.285714285714
25882,Honda,Accord,2016,Sedan,176000.0,2400.0,Petrol,11650.0,29333.33333333333,Automatic,Medium,15237.575757575758
25883,Toyota,Camry,2013,Sedan,118125.0,2500.0,Hybrid,11300.0,13125.0,Automatic,Medium,11219.952606635072
25884,Opel,Vectra,1992,Sedan,260300.0,2000.0,Metan/Propan,650.0,8676.666666666666,Manual,Small,1584.1860465116279
25885,Rare,Vita,2009,Sedan,184000.0,1500.0,Metan/Propan,2000.0,14153.846153846154,Manual,Medium,7006.871559633028
25886,Toyota,Rav 4,2001,Crossover,238000.0,2000.0,Metan/Propan,4800.0,11333.333333333334,Automatic,Medium,4404.448275862069
25887,Mazda,626,1990,Hatchback,330000.0,1998.0,Petrol,1350.0,10312.5,Manual,Medium,2354.8
25888,KIA,Ceed,2010,Sedan,175000.0,1400.0,Metan/Propan,5200.0,14583.333333333334,Manual,Medium,5888.117647058823
25889,Skoda,Fabia,2008,Universal,199980.0,1422.0,Diesel,4800.0,14284.285714285714,Manual,Medium,5855.696629213483
25890,Volvo,XC90,2020,SUV,15000.0,1996.0,Plug-in Hybrid,55900.0,7500.0,Automatic,Small,49216.166666666664
25891,Volkswagen,Passat,2005,Universal,220000.0,1800.0,Petrol,4500.0,12941.176470588236,Manual,Medium,5110.029940119761
25892,Toyota,Land Cruiser Prado,2013,SUV,92000.0,2700.0,Metan/Propan,25500.0,10222.222222222224,Automatic,Medium,11219.952606635072
25893,Audi,100,1983,Sedan,242854.0,2200.0,Petrol,750.0,6227.025641025641,Manual,Small,970.0
25894,Opel,Tigra,1995,Coupe,300000.0,1400.0,Petrol,2000.0,11111.111111111111,Manual,Medium,1315.1290322580646
25895,Opel,Astra,2008,Universal,314000.0,1900.0,Diesel,4800.0,22428.571428571428,Manual,Medium,4345.6
