,Make,Model,Year,Style,Distance,Engine,Fuel_type,Price,km_year,Transmission,km_year_cat,mean_make_price_by_year
0,Toyota,Prius,2011,Hatchback,195000.0,1800.0,Hybrid,7750.0,17727.272727272728,Automatic,Medium,9083.448087431694
1,Renault,Grand Scenic,2014,Universal,135000.0,1500.0,Diesel,8550.0,16875.0,Manual,Medium,7494.014598540146
2,Renault,Laguna,2012,Universal,110000.0,1500.0,Diesel,6550.0,11000.0,Manual,Medium,6612.572916666667
3,Opel,Astra,2006,Universal,200000.0,1600.0,Metan/Propan,4100.0,12500.0,Manual,Medium,3609.1949152542375
4,Mercedes,Vito,2000,Microvan,300000.0,2200.0,Diesel,3490.0,13636.363636363636,Manual,Medium,4268.542857142857
5,Volkswagen,Passat,2010,Universal,290000.0,1390.0,Petrol,5600.0,24166.666666666668,Manual,Medium,7634.354497354498
6,Volkswagen,Touareg,2010,SUV,220000.0,2400.0,Diesel,17000.0,18333.33333333333,Automatic,Medium,7634.354497354498
7,Mercedes,Series (W124),1991,Sedan,240000.0,2300.0,Petrol,2850.0,7741.935483870968,Manual,Small,2472.230769230769
8,BMW,5 Series,2004,Sedan,325000.0,300.0,Diesel,3400.0,18055.555555555555,Manual,Medium,6565.737588652482
9,Mercedes,E Class,2010,Sedan,210000.0,2200.0,Diesel,11400.0,17500.0,Automatic,Medium,12290.094017094018
10,Mercedes,CLS Class,2006,Coupe,300000.0,3200.0,Diesel,11800.0,18750.0,Automatic,Medium,8511.984732824427
11,BMW,7 Series,1998,Sedan,285000.0,3500.0,Petrol,3990.0,11875.0,Manual,Medium,3740.6382978723404
12,Volkswagen,Golf,2007,Universal,238371.0,1400.0,Petrol,5000.0,15891.4,Automatic,Medium,5707.639455782313
13,Volkswagen,Golf Plus,2010,Hatchback,150000.0,1200.0,Petrol,5500.0,12500.0,Manual,Medium,7634.354497354498
14,Volvo,XC60,2012,Crossover,180000.0,2400.0,Diesel,15900.0,18000.0,Automatic,Medium,15678.108108108108
15,Nissan,Qashqai,2011,Crossover,251000.0,1500.0,Diesel,8300.0,22818.18181818182,Manual,Medium,8293.663551401869
16,Hyundai,Matrix,2005,Universal,383000.0,1500.0,Diesel,3200.0,22529.41176470588,Manual,Medium,3722.5915492957747
17,Audi,A3,2009,Hatchback,248000.0,2000.0,Diesel,9299.0,19076.92307692308,Automatic,Medium,10905.609375
18,Mercedes,E Class,2004,Universal,315000.0,1800.0,Metan/Propan,6900.0,17500.0,Manual,Medium,5684.621428571429
19,Rare,31029,1992,Sedan,68000.0,2445.0,Petrol,2222.0,2266.6666666666665,Manual,Small,2192.2
20,Renault,Megane,2011,Universal,171000.0,1500.0,Diesel,5700.0,15545.454545454546,Manual,Medium,5763.9639175257735
21,Rare,Model S,2013,Hatchback,113000.0,367.0,Electric,27000.0,12555.555555555557,Automatic,Medium,16518.577981651375
22,Mercedes,E Class,2014,Sedan,275500.0,2200.0,Diesel,18350.0,34437.5,Automatic,Large,20352.72972972973
23,Rare,MKZ,2017,Sedan,157000.0,1998.0,Hybrid,17800.0,31400.0,Automatic,Large,25647.14285714286
24,Lexus,NX Series,2017,Crossover,76000.0,1998.0,Petrol,27999.0,15200.0,Automatic,Medium,35312.92307692308
25,Rare,Caliber,2008,Hatchback,113486.0,1998.0,Metan/Propan,4495.0,8106.142857142857,Automatic,Small,5922.762376237623
26,Audi,100,1993,Sedan,235000.0,2000.0,Petrol,2950.0,8103.448275862069,Manual,Small,2319.153846153846
27,Lexus,RX Series,2009,SUV,250000.0,3500.0,Hybrid,17990.0,19230.76923076923,Automatic,Medium,14508.0
28,Volkswagen,Passat,2012,Sedan,179000.0,1400.0,Metan/Propan,9800.0,17900.0,Automatic,Medium,9214.12987012987
29,BMW,X1,2015,Crossover,169777.0,2000.0,Diesel,16888.0,24253.85714285714,Automatic,Medium,22725.268292682926
30,Mercedes,GLC Coupe,2017,Crossover,71333.0,2500.0,Diesel,43404.0,14266.6,Automatic,Medium,31642.757009345794
31,Opel,Vectra,1994,Sedan,340000.0,1800.0,Petrol,1500.0,12142.857142857143,Manual,Medium,1220.6279069767443
32,BMW,7 Series,2007,Sedan,300000.0,3000.0,Diesel,11500.0,20000.0,Automatic,Medium,8997.91304347826
33,Volkswagen,Touran,2004,Minivan,280000.0,200.0,Diesel,5300.0,15555.555555555557,Automatic,Medium,4519.829268292683
34,Volkswagen,Passat,2010,Universal,228000.0,1400.0,Metan/Propan,5700.0,19000.0,Automatic,Medium,7634.354497354498
35,Toyota,Auris,2010,Sedan,185000.0,1400.0,Diesel,6500.0,15416.666666666666,Manual,Medium,8341.671957671957
36,Nissan,Qashqai,2009,Hatchback,200415.0,1500.0,Diesel,6200.0,15416.53846153846,Manual,Medium,6488.630434782609
37,BMW,3 Series,2016,Minivan,136000.0,2000.0,Diesel,13200.0,22666.666666666668,Automatic,Medium,25874.947368421053
38,BMW,5 Series,2003,Sedan,250000.0,3000.0,Petrol,7490.0,13157.894736842103,Automatic,Medium,5656.783505154639
39,Dacia,Logan,2014,Sedan,195000.0,1200.0,Metan/Propan,3999.0,24375.0,Manual,Medium,6257.141732283465
40,Dacia,Duster,2015,SUV,170000.0,1500.0,Diesel,8800.0,24285.714285714286,Manual,Medium,6125.613636363636
41,Volkswagen,Golf,2010,Universal,191500.0,1400.0,Petrol,5700.0,15958.333333333334,Manual,Medium,7634.354497354498
42,Volkswagen,Passat,1991,Sedan,292000.0,1800.0,Petrol,1150.0,9419.354838709678,Manual,Small,2613.288888888889
43,BMW,3 Series,2004,Sedan,250000.0,2000.0,Diesel,4499.0,13888.888888888889,Manual,Medium,6565.737588652482
44,Nissan,Qashqai,2015,Crossover,158000.0,1500.0,Diesel,11750.0,22571.42857142857,Manual,Medium,12122.990291262136
45,Peugeot,3008,2018,Crossover,132000.0,1500.0,Diesel,16500.0,33000.0,Automatic,Large,17415.454545454544
46,BMW,X5,2005,SUV,260500.0,3000.0,Petrol,8999.0,15323.529411764706,Automatic,Medium,7138.846153846154
47,Renault,Megane,2005,Universal,11111.0,1500.0,Diesel,3200.0,653.5882352941177,Manual,Small,2986.1383647798743
48,Nissan,Qashqai,2013,SUV,180000.0,1500.0,Diesel,8999.0,20000.0,Manual,Medium,9189.285714285714
49,Ford,Transit Connect,2012,Minivan,151658.0,1800.0,Diesel,3899.0,15165.8,Manual,Medium,7566.290322580645
50,Renault,Scenic,2015,Microvan,185480.0,1461.0,Diesel,7550.0,26497.14285714286,Manual,Medium,9233.55487804878
51,BMW,7 Series,2009,Sedan,215210.0,3000.0,Diesel,16500.0,16554.615384615383,Automatic,Medium,12636.689655172413
52,Volkswagen,Polo,2007,Hatchback,305988.0,1400.0,Diesel,3250.0,20399.2,Manual,Medium,5707.639455782313
53,BMW,5 Series,2014,Sedan,231250.0,2000.0,Diesel,18000.0,28906.25,Automatic,Medium,22369.18656716418
54,Vaz,2121niva,2004,Minivan,12000.0,1700.0,Petrol,1800.0,666.6666666666666,Manual,Small,1782.0
55,BMW,5 Series,1998,Sedan,11111.0,2500.0,Petrol,3200.0,462.9583333333333,Manual,Small,3740.6382978723404
56,Nissan,Pulsar,2014,Hatchback,87100.0,1200.0,Petrol,7950.0,10887.5,Manual,Medium,11605.639534883721
57,Toyota,Avensis,2000,Sedan,420000.0,1600.0,Metan/Propan,2999.0,19090.90909090909,Manual,Medium,3779.4
58,Honda,CR-V,2002,Universal,275100.0,2000.0,Petrol,5900.0,13755.0,Manual,Medium,4654.884615384615
59,BMW,5 Series,2015,Sedan,180236.0,2000.0,Diesel,21500.0,25748.0,Automatic,Medium,22725.268292682926
60,Honda,CR-V,2010,Crossover,183000.0,2200.0,Diesel,12999.0,15250.0,Manual,Medium,9121.160714285714
61,Nissan,Note,2011,Hatchback,195000.0,1500.0,Diesel,5250.0,17727.272727272728,Manual,Medium,8293.663551401869
62,Volkswagen,Passat,1993,Universal,311254.0,2000.0,Metan/Propan,29000.0,10732.896551724138,Manual,Medium,2405.222222222222
63,Opel,Astra,2010,Hatchback,190000.0,1300.0,Diesel,6500.0,15833.333333333334,Manual,Medium,5251.340425531915
64,Skoda,Rapid,2016,Universal,116000.0,1598.0,Petrol,10300.0,19333.33333333333,Automatic,Medium,13307.466666666667
65,Volkswagen,Sharan,2006,Minivan,250000.0,2000.0,Diesel,6900.0,15625.0,Manual,Medium,5334.830687830688
66,Nissan,Qashqai,2015,Crossover,149000.0,1200.0,Petrol,12500.0,21285.714285714286,Automatic,Medium,12122.990291262136
67,Skoda,Superb,2016,Sedan,170000.0,2000.0,Diesel,17490.0,28333.33333333333,Automatic,Medium,13307.466666666667
68,Toyota,Land Cruiser,2001,SUV,250000.0,4700.0,Metan/Propan,9990.0,11904.761904761905,Automatic,Medium,4404.448275862069
69,Toyota,Corolla,2006,Universal,256000.0,1400.0,Diesel,5490.0,16000.0,Manual,Medium,6242.043689320389
70,Mazda,Tribute,2002,SUV,255000.0,2000.0,Petrol,3990.0,12750.0,Manual,Medium,2553.1666666666665
71,Chevrolet,Volt,2011,Hatchback,190000.0,1400.0,Plug-in Hybrid,9150.0,17272.727272727272,Automatic,Medium,9251.807692307691
72,Mercedes,GLE Coupe,2019,Crossover,24000.0,3000.0,Petrol,51000.0,8000.0,Automatic,Small,37452.36363636364
73,Volkswagen,Passat,2002,Universal,270000.0,1800.0,Petrol,2550.0,13500.0,Manual,Medium,4299.634615384615
74,Volkswagen,Touareg,2010,SUV,235000.0,3000.0,Diesel,20950.0,19583.33333333333,Automatic,Medium,7634.354497354498
75,BMW,5 Series,2000,Sedan,254604.0,2500.0,Petrol,4500.0,11572.90909090909,Manual,Medium,4076.9080459770116
76,Renault,Megane,2009,Universal,165000.0,1500.0,Diesel,4999.0,12692.307692307691,Manual,Medium,4675.282352941176
77,Toyota,C-HR,2017,Crossover,115000.0,1800.0,Hybrid,17999.0,23000.0,Automatic,Medium,17618.741666666665
78,BMW,7 Series,1998,Sedan,350000.0,3500.0,Petrol,3990.0,14583.333333333334,Manual,Medium,3740.6382978723404
79,Mercedes,E Class,2012,Sedan,150000.0,2500.0,Diesel,14490.0,15000.0,Automatic,Medium,16124.949152542373
80,Audi,A7,2018,Hatchback,31091.0,3000.0,Petrol,35500.0,7772.75,Automatic,Small,33094.333333333336
81,Renault,Clio,2006,Hatchback,280000.0,1461.0,Diesel,4299.0,17500.0,Manual,Medium,3000.4754098360654
82,Rare,C3,2012,Hatchback,145000.0,1400.0,Diesel,6899.0,14500.0,Automatic,Medium,12690.562913907284
83,Audi,A6,1997,Sedan,29800.0,2400.0,Metan/Propan,2750.0,1192.0,Manual,Small,2512.09375
84,Ford,Fusion,2013,Sedan,178000.0,2000.0,Hybrid,9290.0,19777.777777777777,Automatic,Medium,9519.853211009175
85,Toyota,Prius,2014,Sedan,140000.0,800.0,Plug-in Hybrid,11200.0,17500.0,Automatic,Medium,11659.633802816901
86,Volkswagen,Vento,1993,Sedan,300000.0,1800.0,Petrol,1700.0,10344.827586206897,Manual,Medium,2405.222222222222
87,Renault,Captur,2017,Crossover,129000.0,1500.0,Diesel,10990.0,25800.0,Automatic,Medium,12336.33695652174
88,Lexus,CT Series,2012,Hatchback,193000.0,1800.0,Hybrid,10950.0,19300.0,Automatic,Medium,14377.85
89,Volvo,XC60,2010,SUV,202000.0,2400.0,Diesel,14750.0,16833.333333333332,Automatic,Medium,10216.758620689656
90,Dacia,Dokker,2013,Minivan,209000.0,1500.0,Diesel,5750.0,23222.222222222223,Manual,Medium,6052.5703125
91,Hyundai,i30,2010,Hatchback,145000.0,1400.0,Petrol,4750.0,12083.333333333334,Manual,Medium,8665.40625
92,Lexus,CT Series,2012,Hatchback,194000.0,1800.0,Hybrid,9999.0,19400.0,Automatic,Medium,14377.85
93,Volvo,XC90,2008,SUV,249000.0,2400.0,Diesel,11500.0,17785.714285714286,Manual,Medium,9834.75
94,Hyundai,Getz,2008,Hatchback,142000.0,1100.0,Petrol,3499.0,10142.857142857143,Manual,Medium,5043.132075471698
95,Mercedes,A Class,2005,Hatchback,260000.0,1500.0,Metan/Propan,4750.0,15294.117647058823,Automatic,Medium,6184.598360655737
96,Mercedes,C Class,2002,Coupe,240000.0,2300.0,Petrol,3499.0,12000.0,Manual,Medium,4368.717647058824
97,Rare,Xf,2012,Sedan,120000.0,2200.0,Diesel,15999.0,12000.0,Automatic,Medium,12690.562913907284
98,Mercedes,E Class,2010,Sedan,182000.0,1800.0,Petrol,11750.0,15166.666666666666,Automatic,Medium,12290.094017094018
99,Skoda,Octavia,2005,Universal,300000.0,2000.0,Petrol,4999.0,17647.058823529413,Manual,Medium,4043.684210526316
100,Opel,Astra,2008,Universal,310000.0,1300.0,Diesel,4850.0,22142.85714285714,Manual,Medium,4345.6
101,Skoda,Superb,2014,Sedan,186000.0,1600.0,Diesel,12300.0,23250.0,Automatic,Medium,11356.026548672566
102,Volkswagen,Amarok,2011,Pickup,150000.0,2000.0,Diesel,12800.0,13636.363636363636,Manual,Medium,8706.567765567766
103,Mercedes,Vito,2000,Minivan,258000.0,2200.0,Diesel,2999.0,11727.272727272728,Automatic,Medium,4268.542857142857
104,Nissan,Qashqai,2016,Crossover,151000.0,1500.0,Diesel,13890.0,25166.666666666668,Manual,Medium,12315.941176470587
105,BMW,5 Series,2018,Sedan,46000.0,2000.0,Petrol,27650.0,11500.0,Automatic,Medium,36515.92537313433
106,Renault,Megane,2010,Universal,257110.0,1500.0,Diesel,4999.0,21425.83333333333,Manual,Medium,5281.601307189542
107,Ford,Mondeo,2016,Sedan,167000.0,1500.0,Diesel,12990.0,27833.33333333333,Manual,Medium,11687.348684210527
108,Toyota,C-HR,2018,Crossover,114000.0,1800.0,Hybrid,16750.0,28500.0,Automatic,Medium,20564.921875
109,Nissan,Qashqai,2017,Crossover,157600.0,1500.0,Diesel,11990.0,31520.0,Manual,Large,14149.3
110,Toyota,Auris,2014,Universal,190000.0,1800.0,Hybrid,8990.0,23750.0,Automatic,Medium,11659.633802816901
111,Toyota,C-HR,2017,Crossover,119000.0,1800.0,Hybrid,18790.0,23800.0,Automatic,Medium,17618.741666666665
112,Peugeot,3008,2018,Crossover,145000.0,1500.0,Diesel,16790.0,36250.0,Automatic,Large,17415.454545454544
113,Renault,Kadjar,2016,Crossover,150200.0,1500.0,Diesel,13450.0,25033.33333333333,Automatic,Medium,11394.831275720164
114,Lexus,NX Series,2015,SUV,149000.0,2500.0,Hybrid,21750.0,21285.714285714286,Automatic,Medium,21299.956521739132
115,Volkswagen,Passat,2006,Sedan,216000.0,2000.0,Petrol,5350.0,13500.0,Automatic,Medium,5334.830687830688
116,Rare,Q Series,2016,Crossover,88000.0,1500.0,Diesel,15790.0,14666.666666666666,Automatic,Medium,22769.699029126212
117,Volkswagen,Passat,2007,Universal,320000.0,1600.0,Metan/Propan,5999.0,21333.33333333333,Manual,Medium,5707.639455782313
118,Hyundai,Matrix,2006,Hatchback,298000.0,1500.0,Diesel,2999.0,18625.0,Manual,Medium,5590.166666666667
119,Honda,Civic,2017,Hatchback,27138.0,1500.0,Petrol,13300.0,5427.6,Automatic,Small,16275.25925925926
120,Renault,Kadjar,2016,Crossover,140000.0,1500.0,Diesel,12400.0,23333.33333333333,Automatic,Medium,11394.831275720164
121,Skoda,Octavia,2012,Sedan,166000.0,1600.0,Diesel,8990.0,16600.0,Automatic,Medium,6892.287878787879
122,Skoda,Superb,2009,Sedan,223000.0,2000.0,Diesel,8990.0,17153.846153846152,Automatic,Medium,6003.921259842519
123,Toyota,Corolla,2006,Universal,198563.0,1400.0,Diesel,5350.0,12410.1875,Automatic,Medium,6242.043689320389
124,Volvo,S80,2000,Sedan,202698.0,2800.0,Petrol,3999.0,9213.545454545454,Automatic,Small,3512.0
125,Rare,Freelander,2000,SUV,230000.0,2000.0,Diesel,2750.0,10454.545454545454,Manual,Medium,2609.9411764705883
126,BMW,5 Series,2018,Sedan,82000.0,2000.0,Diesel,34000.0,20500.0,Automatic,Medium,36515.92537313433
127,Volkswagen,Passat,1995,Universal,250369.0,1800.0,Petrol,2700.0,9272.925925925923,Manual,Small,1925.2686567164178
128,KIA,Magentis,2005,Sedan,250632.0,2000.0,Metan/Propan,2690.0,14743.058823529413,Manual,Medium,4138.103448275862
129,Rare,Inca,1998,Combi,300000.0,1900.0,Diesel,1450.0,12500.0,Manual,Medium,2795.52
130,Skoda,Fabia,2012,Minivan,165500.0,1200.0,Diesel,5100.0,16550.0,Manual,Medium,6892.287878787879
131,Mitsubishi,Outlander,2011,SUV,248000.0,2000.0,Petrol,9900.0,22545.454545454544,Automatic,Medium,12036.0
132,Ford,Focus,2016,Universal,170000.0,1499.0,Diesel,8890.0,28333.33333333333,Manual,Medium,11687.348684210527
133,Renault,Megane,2008,Universal,245000.0,1500.0,Diesel,3600.0,17500.0,Manual,Medium,3768.720930232558
134,Honda,Civic,1999,Universal,290000.0,1500.0,Petrol,1800.0,12608.695652173914,Manual,Medium,4114.3125
135,Hyundai,Tucson,2014,Crossover,120000.0,200.0,Metan/Propan,12000.0,15000.0,Automatic,Medium,13682.851851851852
136,Renault,Clio Symbol,2007,Sedan,211000.0,1400.0,Petrol,2900.0,14066.666666666666,Manual,Medium,3244.1875
137,Audi,A4,2012,Sedan,166700.0,2000.0,Petrol,10200.0,16670.0,Automatic,Medium,15912.955752212389
138,Audi,A3 e-tron,2016,Hatchback,145000.0,1400.0,Electric,16450.0,24166.666666666668,Automatic,Medium,26658.340909090908
139,Lexus,CT Series,2014,Sedan,81700.0,1800.0,Hybrid,12450.0,10212.5,Automatic,Medium,19446.744680851065
140,Toyota,Auris,2013,Universal,142865.0,1400.0,Diesel,8700.0,15873.888888888889,Manual,Medium,11219.952606635072
141,Vaz,2107,2007,Sedan,135865.0,1400.0,Petrol,1500.0,9057.666666666666,Manual,Small,2850.0
142,Renault,Grand Scenic,2013,Minivan,181000.0,1500.0,Diesel,7000.0,20111.11111111111,Automatic,Medium,7010.775280898876
143,Skoda,Octavia,2014,Universal,155000.0,1400.0,Petrol,9700.0,19375.0,Automatic,Medium,11356.026548672566
144,Skoda,Octavia,2015,Sedan,164000.0,1600.0,Diesel,12750.0,23428.571428571428,Automatic,Medium,12547.511811023622
145,Volkswagen,Scirocco,2010,Coupe,150589.0,1400.0,Petrol,7999.0,12549.083333333334,Manual,Medium,7634.354497354498
146,Ford,Focus,2015,Universal,152523.0,1500.0,Diesel,9300.0,21789.0,Automatic,Medium,10439.094488188977
147,Opel,Astra,2007,Universal,190000.0,1300.0,Diesel,4499.0,12666.666666666666,Manual,Medium,4244.752475247525
148,Toyota,Avensis,2014,Universal,165000.0,2000.0,Diesel,15600.0,20625.0,Manual,Medium,11659.633802816901
149,BMW,7 Series,2006,Sedan,260000.0,3000.0,Diesel,11000.0,16250.0,Automatic,Medium,7998.085106382979
150,Toyota,Auris,2011,Hatchback,182251.0,1798.0,Hybrid,8200.0,16568.272727272728,Automatic,Medium,9083.448087431694
151,Rare,Grande Punto,2008,Hatchback,185000.0,1300.0,Diesel,3600.0,13214.285714285714,Automatic,Medium,5922.762376237623
152,Chevrolet,Aveo,2012,Hatchback,187000.0,1300.0,Diesel,4600.0,18700.0,Manual,Medium,6270.027027027027
153,Renault,Megane,2005,Sedan,190000.0,1500.0,Diesel,3200.0,11176.470588235294,Manual,Medium,2986.1383647798743
154,Rare,Grand Vitara,2005,SUV,400000.0,2700.0,Petrol,5500.0,23529.41176470588,Automatic,Medium,5251.535433070866
155,Volkswagen,Golf,2010,Hatchback,225550.0,2000.0,Petrol,9650.0,18795.83333333333,Automatic,Medium,7634.354497354498
156,Rare,Kalos,2003,Hatchback,220000.0,1400.0,Petrol,2000.0,11578.947368421052,Manual,Medium,3283.3076923076924
157,Nissan,Almera,2003,Hatchback,90000.0,1500.0,Petrol,1000.0,4736.8421052631575,Manual,Small,3654.53125
158,Renault,Grand Scenic,2013,Minivan,165000.0,1500.0,Diesel,7500.0,18333.33333333333,Manual,Medium,7010.775280898876
159,Honda,Clarity,2018,Hatchback,36000.0,1500.0,Plug-in Hybrid,18499.0,9000.0,Automatic,Small,18409.26923076923
160,Toyota,Verso,2015,Minivan,102000.0,1800.0,Petrol,12500.0,14571.42857142857,Automatic,Medium,12609.263414634146
161,BMW,5 Series,2004,Sedan,2899.0,2500.0,Petrol,6100.0,161.05555555555554,Manual,Small,6565.737588652482
162,Mitsubishi,Outlander,2003,Crossover,208367.0,2000.0,Petrol,4600.0,10966.684210526317,Manual,Medium,4877.972972972973
163,Volkswagen,Touran,2011,Minivan,168000.0,1400.0,Petrol,7999.0,15272.727272727272,Manual,Medium,8706.567765567766
164,Toyota,Prius Prime,2019,Hatchback,2500.0,1800.0,Plug-in Hybrid,18999.0,833.3333333333334,Automatic,Small,28512.333333333332
165,Volkswagen,Transporter,2004,Microvan,190000.0,1896.0,Diesel,6300.0,10555.555555555557,Manual,Medium,4519.829268292683
166,Skoda,Octavia,2011,Universal,210000.0,1400.0,Petrol,6400.0,19090.90909090909,Manual,Medium,6472.142857142857
167,Rare,MKZ,2014,Sedan,160000.0,2000.0,Hybrid,12200.0,20000.0,Automatic,Medium,22787.020408163266
168,Renault,Scenic,2004,Universal,180000.0,1500.0,Diesel,3300.0,10000.0,Manual,Small,2763.008547008547
169,Mercedes,Series (W123),1984,Universal,100000.0,2400.0,Diesel,1000.0,2631.5789473684213,Manual,Small,4900.0
170,Toyota,Land Cruiser Prado,2007,Crossover,202000.0,2700.0,Metan/Propan,14600.0,13466.666666666666,Automatic,Medium,6360.069958847736
171,Volkswagen,Polo,2017,Hatchback,170000.0,1422.0,Diesel,8200.0,34000.0,Manual,Large,14984.260273972603
172,Volkswagen,Jetta,2013,Sedan,198000.0,1400.0,Hybrid,8400.0,22000.0,Automatic,Medium,9820.495192307691
173,KIA,Rio,2004,Universal,183454.0,1300.0,Petrol,2500.0,10191.888888888889,Manual,Medium,3678.5
174,BMW,X6,2013,Crossover,104000.0,2979.0,Petrol,30900.0,11555.555555555557,Automatic,Medium,19575.06603773585
175,Toyota,Corolla,2006,Hatchback,119000.0,1600.0,Petrol,5700.0,7437.5,Automatic,Small,6242.043689320389
176,Opel,Corsa,2007,Hatchback,283000.0,1300.0,Diesel,3499.0,18866.666666666668,Manual,Medium,4244.752475247525
177,Toyota,Auris,2017,Hatchback,146000.0,1800.0,Hybrid,11900.0,29200.0,Automatic,Medium,17618.741666666665
178,Nissan,Qashqai,2009,Crossover,202000.0,1990.0,Petrol,7100.0,15538.46153846154,Manual,Medium,6488.630434782609
179,Ford,C-Max,2016,Microvan,141000.0,1500.0,Diesel,9000.0,23500.0,Manual,Medium,11687.348684210527
180,Renault,Megane,2013,Minivan,220000.0,1500.0,Diesel,5000.0,24444.444444444445,Manual,Medium,7010.775280898876
181,Renault,Grand Scenic,2008,Hatchback,232012.0,1500.0,Diesel,3700.0,16572.285714285714,Manual,Medium,3768.720930232558
182,KIA,Sorento,2018,SUV,38999.0,2000.0,Diesel,24800.0,9749.75,Automatic,Small,30805.777777777777
183,Nissan,Qashqai,2014,Crossover,219000.0,1500.0,Diesel,10999.0,27375.0,Manual,Medium,11605.639534883721
184,Rare,Freelander,2007,SUV,300000.0,2200.0,Diesel,9200.0,20000.0,Automatic,Medium,5635.166666666667
185,Mazda,626,1994,Sedan,300000.0,200.0,Metan/Propan,18000.0,10714.285714285714,Manual,Medium,2364.190476190476
186,Toyota,Prius,2011,Hatchback,121000.0,1800.0,Hybrid,7900.0,11000.0,Automatic,Medium,9083.448087431694
187,Hyundai,Matrix,2004,Universal,250000.0,1500.0,Diesel,4000.0,13888.888888888889,Manual,Medium,3032.317073170732
188,Toyota,Auris,2014,Universal,200000.0,1390.0,Diesel,8600.0,25000.0,Manual,Medium,11659.633802816901
189,Audi,Q5,2013,SUV,143000.0,2000.0,Petrol,17850.0,15888.888888888889,Automatic,Medium,16680.18
190,Volkswagen,Caddy,2013,Universal,174000.0,2000.0,Diesel,9650.0,19333.33333333333,Manual,Medium,9820.495192307691
191,Volkswagen,Golf,2009,Universal,200000.0,1400.0,Petrol,4800.0,15384.615384615385,Manual,Medium,6867.01030927835
192,Nissan,Qashqai,2007,Crossover,137660.0,1500.0,Diesel,6600.0,9177.333333333334,Manual,Small,5707.388888888889
193,Opel,Astra,2011,Universal,213548.0,1300.0,Diesel,5650.0,19413.454545454544,Manual,Medium,6043.905027932961
194,Toyota,Yaris,2006,Sedan,193096.0,1500.0,Petrol,3700.0,12068.5,Manual,Medium,6242.043689320389
195,Opel,Calibra,1992,Coupe,400000.0,2000.0,Metan/Propan,1600.0,13333.333333333334,Manual,Medium,1584.1860465116279
196,Renault,Kadjar,2016,Crossover,150425.0,1500.0,Diesel,14990.0,25070.83333333333,Automatic,Medium,11394.831275720164
197,Ford,Fusion,2018,Sedan,105000.0,2000.0,Hybrid,15000.0,26250.0,Automatic,Medium,15861.138888888889
198,Volkswagen,Passat,2000,Combi,191000.0,1800.0,Metan/Propan,3850.0,8681.818181818182,Automatic,Small,3084.3490566037735
199,Renault,Clio,1998,Hatchback,129448.0,1600.0,Petrol,2399.0,5393.666666666667,Automatic,Small,1579.8
200,Renault,Grand Espace,2015,Minivan,168000.0,1600.0,Diesel,18650.0,24000.0,Automatic,Medium,9233.55487804878
201,Skoda,Yeti,2015,Crossover,150000.0,1400.0,Petrol,11000.0,21428.571428571428,Automatic,Medium,12547.511811023622
202,Rare,Discovery,2007,SUV,223000.0,2700.0,Diesel,15000.0,14866.666666666666,Automatic,Medium,5635.166666666667
203,Volkswagen,Sharan,2011,Universal,141000.0,1400.0,Petrol,9800.0,12818.181818181818,Manual,Medium,8706.567765567766
204,Volkswagen,Passat,2003,Sedan,250000.0,1922.0,Diesel,4600.0,13157.894736842103,Automatic,Medium,3568.3298969072166
205,Mercedes,E Class,2006,Sedan,250000.0,2200.0,Diesel,9999.0,15625.0,Automatic,Medium,8511.984732824427
206,Opel,Astra,2011,Universal,176000.0,1300.0,Diesel,6000.0,16000.0,Manual,Medium,6043.905027932961
207,Renault,Grand Scenic,2014,Universal,167000.0,1500.0,Diesel,8600.0,20875.0,Automatic,Medium,7494.014598540146
208,BMW,7 Series,2008,Sedan,387000.0,300.0,Petrol,12000.0,27642.85714285714,Automatic,Medium,10149.103174603175
209,BMW,7 Series,2011,Sedan,180000.0,2999.0,Diesel,22000.0,16363.636363636364,Automatic,Medium,16512.37634408602
210,Peugeot,807,2006,Minivan,170000.0,2000.0,Diesel,2000.0,10625.0,Automatic,Medium,2517.206896551724
211,Honda,CR-V,2013,SUV,178500.0,2200.0,Diesel,15700.0,19833.33333333333,Manual,Medium,16237.4375
212,Skoda,Superb,2012,Sedan,265000.0,1800.0,Petrol,8999.0,26500.0,Automatic,Medium,6892.287878787879
213,Mercedes,E Class,2002,Sedan,331200.0,2200.0,Diesel,6399.0,16560.0,Automatic,Medium,4368.717647058824
214,Skoda,Superb,2017,Sedan,120000.0,1999.0,Petrol,23900.0,24000.0,Automatic,Medium,16243.589285714286
215,Volkswagen,Jetta,2013,Sedan,110000.0,1400.0,Hybrid,8000.0,12222.222222222224,Automatic,Medium,9820.495192307691
216,Hyundai,ix35,2010,Pickup,190000.0,2000.0,Diesel,12000.0,15833.333333333334,Automatic,Medium,8665.40625
217,Toyota,Prius c,2014,Hatchback,144947.0,1496.0,Hybrid,7499.0,18118.375,Automatic,Medium,11659.633802816901
218,Renault,Grand Scenic,2012,Universal,180000.0,1500.0,Diesel,7499.0,18000.0,Manual,Medium,6612.572916666667
219,BMW,X5,2012,SUV,157000.0,3000.0,Petrol,17499.0,15700.0,Automatic,Medium,16559.756097560974
220,Renault,Talisman,2016,Sedan,151130.0,1500.0,Diesel,12499.0,25188.33333333333,Manual,Medium,11394.831275720164
